,titlePaper,citationChicago,citations,link,publishedYear,publishedMonth,locationStudy,gpsLat,gpsLong,monthsLapsed,radius,red,green,blue
0,Three-dimensional Bioprinting of Thick Vascularized Tissues,"Kolesky, David B., Kimberly A. Homan, Mark A. Skylar-Scott, and Jennifer A. Lewis. ""Three-dimensional bioprinting of thick vascularized tissues."" Proceedings of the national academy of sciences 113, no. 12 (2016): 3179-3184.",944,https://pubmed.ncbi.nlm.nih.gov/26951646/,2016,3,"Wyss Institute for Biologically Inspired Engineering, Harvard University, Cambridge",42.33969432,-71.10301259,68,4452.058823529412,0.018,0.018,0.018
4,Multivascular networks and functional intravascular topologies within biocompatible hydrogels,"Grigoryan, Bagrat, Samantha J. Paulsen, Daniel C. Corbett, Daniel W. Sazer, Chelsea L. Fortin, Alexander J. Zaita, Paul T. Greenfield et al. ""Multivascular networks and functional intravascular topologies within biocompatible hydrogels."" Science 364, no. 6439 (2019): 458-464.",458,https://pubmed.ncbi.nlm.nih.gov/31048486/,2019,5,"Rowan University, Glassboro, NJ",39.71039776,-75.1165754,30,1994.0,0.8792,0.8792,0.8792
3,Multivascular networks and functional intravascular topologies within biocompatible hydrogels,"Grigoryan, Bagrat, Samantha J. Paulsen, Daniel C. Corbett, Daniel W. Sazer, Chelsea L. Fortin, Alexander J. Zaita, Paul T. Greenfield et al. ""Multivascular networks and functional intravascular topologies within biocompatible hydrogels."" Science 364, no. 6439 (2019): 458-464.",458,https://pubmed.ncbi.nlm.nih.gov/31048486/,2019,5,"Duke University, Durham, NC",36.00423764,-78.93827155,30,1994.0,0.9452,0.9452,0.9452
2,Multivascular networks and functional intravascular topologies within biocompatible hydrogels,"Grigoryan, Bagrat, Samantha J. Paulsen, Daniel C. Corbett, Daniel W. Sazer, Chelsea L. Fortin, Alexander J. Zaita, Paul T. Greenfield et al. ""Multivascular networks and functional intravascular topologies within biocompatible hydrogels."" Science 364, no. 6439 (2019): 458-464.",458,https://pubmed.ncbi.nlm.nih.gov/31048486/,2019,5,"University of Washington, Seattle, WA",47.65594182,-122.302962,30,1994.0,0.9092,0.9092,0.9092
1,Multivascular networks and functional intravascular topologies within biocompatible hydrogels,"Grigoryan, Bagrat, Samantha J. Paulsen, Daniel C. Corbett, Daniel W. Sazer, Chelsea L. Fortin, Alexander J. Zaita, Paul T. Greenfield et al. ""Multivascular networks and functional intravascular topologies within biocompatible hydrogels."" Science 364, no. 6439 (2019): 458-464.",458,https://pubmed.ncbi.nlm.nih.gov/31048486/,2019,5,"Rice University, Houston, TX",29.71799015,-95.40294704,30,1994.0,1.0,1.0,1.0
10,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,"Case-Western University, Cleveland, OH",41.50745843,-81.60503644,23,1586.9565217391303,0.144,0.144,0.144
8,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,"University of Edinburgh, 5 Little France Drive, Edinburgh, EH16 4UU, UK",55.94911167,-3.173371143,23,1586.9565217391303,0.0,0.0,0.0
6,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,University of Pennsylvania,39.95277774,-75.1917117,23,1586.9565217391303,0.0,0.0,0.0
5,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,University of Maryland School of Medicine,39.28965758,-76.62386968,23,1586.9565217391303,0.0,0.0,0.0
9,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,"The Scripps Research Institute, 130 Scripps Way, Jupiter, FL",26.88564923,-80.11652308,23,1586.9565217391303,0.0,0.0,0.0
