,titlePaper,citationChicago,citations,link,publishedYear,publishedMonth,locationStudy,gpsLat,gpsLong,monthsLapsed,radius,red,green,blue
0,Three-dimensional Bioprinting of Thick Vascularized Tissues,"Kolesky, David B., Kimberly A. Homan, Mark A. Skylar-Scott, and Jennifer A. Lewis. ""Three-dimensional bioprinting of thick vascularized tissues."" Proceedings of the national academy of sciences 113, no. 12 (2016): 3179-3184.",944,https://pubmed.ncbi.nlm.nih.gov/26951646/,2016,3,"Wyss Institute for Biologically Inspired Engineering, Harvard University, Cambridge",42.33969432,-71.10301259,68,3896.176470588235,0.135,0.135,0.135
1,Multivascular networks and functional intravascular topologies within biocompatible hydrogels,"Grigoryan, Bagrat, Samantha J. Paulsen, Daniel C. Corbett, Daniel W. Sazer, Chelsea L. Fortin, Alexander J. Zaita, Paul T. Greenfield et al. ""Multivascular networks and functional intravascular topologies within biocompatible hydrogels."" Science 364, no. 6439 (2019): 458-464.",458,https://pubmed.ncbi.nlm.nih.gov/31048486/,2019,5,"Rice University, Houston, TX",29.71799015,-95.40294704,30,1382.0000000000002,0.8552,0.8552,0.8552
2,Multivascular networks and functional intravascular topologies within biocompatible hydrogels,"Grigoryan, Bagrat, Samantha J. Paulsen, Daniel C. Corbett, Daniel W. Sazer, Chelsea L. Fortin, Alexander J. Zaita, Paul T. Greenfield et al. ""Multivascular networks and functional intravascular topologies within biocompatible hydrogels."" Science 364, no. 6439 (2019): 458-464.",458,https://pubmed.ncbi.nlm.nih.gov/31048486/,2019,5,"University of Washington, Seattle, WA",47.65594182,-122.302962,30,1382.0000000000002,0.8412,0.8412,0.8412
3,Multivascular networks and functional intravascular topologies within biocompatible hydrogels,"Grigoryan, Bagrat, Samantha J. Paulsen, Daniel C. Corbett, Daniel W. Sazer, Chelsea L. Fortin, Alexander J. Zaita, Paul T. Greenfield et al. ""Multivascular networks and functional intravascular topologies within biocompatible hydrogels."" Science 364, no. 6439 (2019): 458-464.",458,https://pubmed.ncbi.nlm.nih.gov/31048486/,2019,5,"Duke University, Durham, NC",36.00423764,-78.93827155,30,1382.0000000000002,0.9772,0.9772,0.9772
4,Multivascular networks and functional intravascular topologies within biocompatible hydrogels,"Grigoryan, Bagrat, Samantha J. Paulsen, Daniel C. Corbett, Daniel W. Sazer, Chelsea L. Fortin, Alexander J. Zaita, Paul T. Greenfield et al. ""Multivascular networks and functional intravascular topologies within biocompatible hydrogels."" Science 364, no. 6439 (2019): 458-464.",458,https://pubmed.ncbi.nlm.nih.gov/31048486/,2019,5,"Rowan University, Glassboro, NJ",39.71039776,-75.1165754,30,1382.0000000000002,0.8512,0.8512,0.8512
7,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,"UCLA/Orthopedic Surgery, 615 Charles E. Young Drive, Los Angeles, CA",34.06763979,-118.4391429,23,920.8695652173913,0.132,0.132,0.132
5,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,University of Maryland School of Medicine,39.28965758,-76.62386968,23,920.8695652173913,0.0,0.0,0.0
10,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,"Case-Western University, Cleveland, OH",41.50745843,-81.60503644,23,920.8695652173913,0.0,0.0,0.0
9,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,"The Scripps Research Institute, 130 Scripps Way, Jupiter, FL",26.88564923,-80.11652308,23,920.8695652173913,0.0,0.0,0.0
8,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,"University of Edinburgh, 5 Little France Drive, Edinburgh, EH16 4UU, UK",55.94911167,-3.173371143,23,920.8695652173913,0.0,0.0,0.0
6,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,University of Pennsylvania,39.95277774,-75.1917117,23,920.8695652173913,0.0,0.0,0.0
11,Mesenchymal Stromal Cell Exosomes Ameliorate Experimental Bronchopulmonary Dysplasia and Restore Lung Function through Macrophage Immunomodulation,"Willis, Gareth R., Angeles Fernandez-Gonzalez, Jamie Anastas, Sally H. Vitali, Xianlan Liu, Maria Ericsson, April Kwong, S. Alex Mitsialis, and Stella Kourembanas. ""Mesenchymal stromal cell exosomes ameliorate experimental bronchopulmonary dysplasia and restore lung function through macrophage immunomodulation."" American journal of respiratory and critical care medicine 197, no. 1 (2018): 104-116.",285,https://pubmed.ncbi.nlm.nih.gov/28853608/,2018,1,"Harvard Medical School, Boston, Massachusetts",42.336079,-71.10138914,46,1061.9565217391305,0.048,0.048,0.048
12,Morphological Features of IFN-γ-stimulated Mesenchymal Stromal Cells Predict Overall Immunosuppressive Capacity,"Klinker, Matthew W., Ross A. Marklein, Jessica L. Lo Surdo, Cheng-Hong Wei, and Steven R. Bauer. ""Morphological features of IFN-γ–stimulated mesenchymal stromal cells predict overall immunosuppressive capacity."" Proceedings of the National Academy of Sciences 114, no. 13 (2017): E2598-E2607.",104,https://pubmed.ncbi.nlm.nih.gov/28283659/,2017,3,"US Food and Drug Administration, Silver Spring, MD",39.03589836,-76.98208347,56,417.5,0.8992,0.8992,0.8992
14,Manufacturing of primed mesenchymal stromal cells for therapy,"Yin, James Q., Jun Zhu, and James A. Ankrum. ""Manufacturing of primed mesenchymal stromal cells for therapy."" Nature biomedical engineering 3, no. 2 (2019): 90-104.",100,https://pubmed.ncbi.nlm.nih.gov/30944433/,2019,2,"The University of Iowa, Iowa City, IA, USA",41.6632525,-91.55493422,33,326.3636363636363,0.0,0.0,0.0
13,Manufacturing of primed mesenchymal stromal cells for therapy,"Yin, James Q., Jun Zhu, and James A. Ankrum. ""Manufacturing of primed mesenchymal stromal cells for therapy."" Nature biomedical engineering 3, no. 2 (2019): 90-104.",100,https://pubmed.ncbi.nlm.nih.gov/30944433/,2019,2,"Beijing Cancer Hospital, Translational Medicine, Beijing, China",39.94056046,116.2876266,33,326.3636363636363,0.0,0.0,0.0
15,Extracellular Vesicles as Emerging Targets in Cancer: Recent Development From Bench to Bedside,"Wu, Kerui, Fei Xing, Shih-Ying Wu, and Kounosuke Watabe. ""Extracellular vesicles as emerging targets in cancer: Recent development from bench to bedside."" Biochimica et Biophysica Acta (BBA)-Reviews on Cancer 1868, no. 2 (2017): 538-563.",89,https://pubmed.ncbi.nlm.nih.gov/29054476/,2017,12,"Wake Forest University School of Medicine, Winston Salem, NC",36.10086541,-80.23891347,47,340.1063829787234,0.081,0.081,0.081
16,Stem cell-inspired secretome-rich injectable hydrogel to repair injured cardiac tissue,"Waters, Renae, Perwez Alam, Settimio Pacelli, Aparna R. Chakravarti, Rafeeq PH Ahmed, and Arghya Paul. ""Stem cell-inspired secretome-rich injectable hydrogel to repair injured cardiac tissue."" Acta biomaterialia 69 (2018): 95-106.",85,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5831493/,2017,12,"University of Kansas, Lawrence, KS",38.95441063,-95.25538841,47,325.2127659574468,0.0,0.0,0.0
17,Stem cell-inspired secretome-rich injectable hydrogel to repair injured cardiac tissue,"Waters, Renae, Perwez Alam, Settimio Pacelli, Aparna R. Chakravarti, Rafeeq PH Ahmed, and Arghya Paul. ""Stem cell-inspired secretome-rich injectable hydrogel to repair injured cardiac tissue."" Acta biomaterialia 69 (2018): 95-106.",85,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5831493/,2017,12,"University of Cincinnati, Cincinnati, OH",39.13303007,-84.51478947,47,325.2127659574468,0.027,0.027,0.027
18,In Vivo Chondrogenesis in 3D Bioprinted Human Cell-laden Hydrogel Constructs,"Möller, Thomas, Matteo Amoroso, Daniel Hägg, Camilla Brantsing, Nicole Rotter, Peter Apelgren, Anders Lindahl, Lars Kölby, and Paul Gatenholm. ""In vivo chondrogenesis in 3D bioprinted human cell-laden hydrogel constructs."" Plastic and reconstructive surgery global open 5, no. 2 (2017).",82,https://pubmed.ncbi.nlm.nih.gov/28280669/,2017,2,"Chalmers University of Technology, Göteborg, Sweden",57.69000654,11.97583537,57,332.63157894736844,0.0,0.0,0.0
19,Self-Healing and Thermoresponsive Dual-Cross-Linked Alginate Hydrogels Based on Supramolecular Inclusion Complexes,"Miao, Tianxin, Spencer L. Fenn, Patrick N. Charron, and Rachael A. Oldinski. ""Self-healing and thermoresponsive dual-cross-linked alginate hydrogels based on supramolecular inclusion complexes."" Biomacromolecules 16, no. 12 (2015): 3740-3750.",79,https://pubmed.ncbi.nlm.nih.gov/26509214/,2015,10,"University of Vermont, Burlington, Vermont",44.47801354,-73.19652808,73,339.2465753424657,0.8412,0.8412,0.8412
