,titlePaper,citationChicago,citations,link,publishedYear,publishedMonth,locationStudy,gpsLat,gpsLong,monthsLapsed,radius,red,green,blue
0,Three-dimensional Bioprinting of Thick Vascularized Tissues,"Kolesky, David B., Kimberly A. Homan, Mark A. Skylar-Scott, and Jennifer A. Lewis. ""Three-dimensional bioprinting of thick vascularized tissues."" Proceedings of the national academy of sciences 113, no. 12 (2016): 3179-3184.",944,https://pubmed.ncbi.nlm.nih.gov/26951646/,2016,3,"Wyss Institute for Biologically Inspired Engineering, Harvard University, Cambridge",42.33969432,-71.10301259,68,4174.117647058823,0.0,0.0,0.0
2,Multivascular networks and functional intravascular topologies within biocompatible hydrogels,"Grigoryan, Bagrat, Samantha J. Paulsen, Daniel C. Corbett, Daniel W. Sazer, Chelsea L. Fortin, Alexander J. Zaita, Paul T. Greenfield et al. ""Multivascular networks and functional intravascular topologies within biocompatible hydrogels."" Science 364, no. 6439 (2019): 458-464.",458,https://pubmed.ncbi.nlm.nih.gov/31048486/,2019,5,"University of Washington, Seattle, WA",47.65594182,-122.302962,30,1688.0,1.0,1.0,1.0
3,Multivascular networks and functional intravascular topologies within biocompatible hydrogels,"Grigoryan, Bagrat, Samantha J. Paulsen, Daniel C. Corbett, Daniel W. Sazer, Chelsea L. Fortin, Alexander J. Zaita, Paul T. Greenfield et al. ""Multivascular networks and functional intravascular topologies within biocompatible hydrogels."" Science 364, no. 6439 (2019): 458-464.",458,https://pubmed.ncbi.nlm.nih.gov/31048486/,2019,5,"Duke University, Durham, NC",36.00423764,-78.93827155,30,1688.0,0.8772,0.8772,0.8772
4,Multivascular networks and functional intravascular topologies within biocompatible hydrogels,"Grigoryan, Bagrat, Samantha J. Paulsen, Daniel C. Corbett, Daniel W. Sazer, Chelsea L. Fortin, Alexander J. Zaita, Paul T. Greenfield et al. ""Multivascular networks and functional intravascular topologies within biocompatible hydrogels."" Science 364, no. 6439 (2019): 458-464.",458,https://pubmed.ncbi.nlm.nih.gov/31048486/,2019,5,"Rowan University, Glassboro, NJ",39.71039776,-75.1165754,30,1688.0,1.0,1.0,1.0
1,Multivascular networks and functional intravascular topologies within biocompatible hydrogels,"Grigoryan, Bagrat, Samantha J. Paulsen, Daniel C. Corbett, Daniel W. Sazer, Chelsea L. Fortin, Alexander J. Zaita, Paul T. Greenfield et al. ""Multivascular networks and functional intravascular topologies within biocompatible hydrogels."" Science 364, no. 6439 (2019): 458-464.",458,https://pubmed.ncbi.nlm.nih.gov/31048486/,2019,5,"Rice University, Houston, TX",29.71799015,-95.40294704,30,1688.0,0.8452,0.8452,0.8452
8,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,"University of Edinburgh, 5 Little France Drive, Edinburgh, EH16 4UU, UK",55.94911167,-3.173371143,23,1253.9130434782608,0.0,0.0,0.0
6,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,University of Pennsylvania,39.95277774,-75.1917117,23,1253.9130434782608,0.0,0.0,0.0
7,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,"UCLA/Orthopedic Surgery, 615 Charles E. Young Drive, Los Angeles, CA",34.06763979,-118.4391429,23,1253.9130434782608,0.0,0.0,0.0
5,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,University of Maryland School of Medicine,39.28965758,-76.62386968,23,1253.9130434782608,0.036,0.036,0.036
9,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,"The Scripps Research Institute, 130 Scripps Way, Jupiter, FL",26.88564923,-80.11652308,23,1253.9130434782608,0.069,0.069,0.069
10,Mesenchymal Stem Cell Perspective: Cell Biology to Clinical Progress,"Pittenger, Mark F., Dennis E. Discher, Bruno M. Péault, Donald G. Phinney, Joshua M. Hare, and Arnold I. Caplan. ""Mesenchymal stem cell perspective: cell biology to clinical progress."" NPJ Regenerative medicine 4, no. 1 (2019): 1-15.",382,https://www.nature.com/articles/s41536-019-0083-6,2019,12,"Case-Western University, Cleveland, OH",41.50745843,-81.60503644,23,1253.9130434782608,0.144,0.144,0.144
11,Mesenchymal Stromal Cell Exosomes Ameliorate Experimental Bronchopulmonary Dysplasia and Restore Lung Function through Macrophage Immunomodulation,"Willis, Gareth R., Angeles Fernandez-Gonzalez, Jamie Anastas, Sally H. Vitali, Xianlan Liu, Maria Ericsson, April Kwong, S. Alex Mitsialis, and Stella Kourembanas. ""Mesenchymal stromal cell exosomes ameliorate experimental bronchopulmonary dysplasia and restore lung function through macrophage immunomodulation."" American journal of respiratory and critical care medicine 197, no. 1 (2018): 104-116.",285,https://pubmed.ncbi.nlm.nih.gov/28853608/,2018,1,"Harvard Medical School, Boston, Massachusetts",42.336079,-71.10138914,46,1186.304347826087,0.078,0.078,0.078
12,Morphological Features of IFN-γ-stimulated Mesenchymal Stromal Cells Predict Overall Immunosuppressive Capacity,"Klinker, Matthew W., Ross A. Marklein, Jessica L. Lo Surdo, Cheng-Hong Wei, and Steven R. Bauer. ""Morphological features of IFN-γ–stimulated mesenchymal stromal cells predict overall immunosuppressive capacity."" Proceedings of the National Academy of Sciences 114, no. 13 (2017): E2598-E2607.",104,https://pubmed.ncbi.nlm.nih.gov/28283659/,2017,3,"US Food and Drug Administration, Silver Spring, MD",39.03589836,-76.98208347,56,455.0,0.8852,0.8852,0.8852
14,Manufacturing of primed mesenchymal stromal cells for therapy,"Yin, James Q., Jun Zhu, and James A. Ankrum. ""Manufacturing of primed mesenchymal stromal cells for therapy."" Nature biomedical engineering 3, no. 2 (2019): 90-104.",100,https://pubmed.ncbi.nlm.nih.gov/30944433/,2019,2,"The University of Iowa, Iowa City, IA, USA",41.6632525,-91.55493422,33,387.57575757575756,0.0,0.0,0.0
